care_team,age,occupation,intake_no_of_hh,income_assessment_salary,income_assessment_cpf_payout,income_assessment_assistance_from_other_agencies,income_assessment_assistance_from_relatives_friends,income_assessment_insurance_payout,income_assessment_rental_income,income_assessment_others_income,expenditure_assessment_mortgage_rental,expenditure_assessment_utilities,expenditure_assessment_s_cc_fees,expenditure_assessment_food_expenses,expenditure_assessment_marketing_groceries,expenditure_assessment_telecommunications,expenditure_assessment_transportation,expenditure_assessment_medical_expenses,expenditure_assessment_education_expense,expenditure_assessment_contribution_to_family_members,expenditure_assessment_domestic_helper,expenditure_assessment_loans_debts_installments,expenditure_assessment_insurance_premiums,expenditure_assessment_others_expenditure,current_savings,assessment_date_time,type_of_assistances,no_of_hh,before_primary,primary_7_12,secondary_13_17,tertiary_18_21,adult_22_64,elderly_65_and_above,income_total_cal,expenditure_total_cal,difference_cal,amount_total,points
east 3 3,66.0,retired,5.0,2287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,614.3,0.0,340.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.63,2023-05-17,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287.0,1421.8,865.2,1187.8,0
central 1 1,65.0,unemployed,2.0,0.0,0.0,1330.0,0.0,0.0,0.0,0.0,0.0,140.0,62.0,680.0,0.0,90.0,104.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,2023-05-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,1101.8,228.20000000000005,1020.4,0
east 1 1,58.0,unemployed,1.0,0.0,0.0,520.0,0.0,0.0,0.0,169.0,134.0,40.0,99.0,300.0,0.0,20.0,100.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,339.13,2023-05-27,medical_consumables_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,813.0,-124.0,444.9,0
east 3 3,62.0,unemployed,1.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,500.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,2023-05-19,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1340.0,-890.0,1106.8,0
north 1 1,42.0,employed,1.0,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,45.5,600.0,0.0,410.31,100.0,929.08,0.0,0.0,0.0,0.0,0.0,0.0,607.0,2023-06-07,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550.0,2154.89,395.1100000000001,1646.8,0
central 1 1,79.0,retired,1.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,18.0,47.5,350.0,0.0,42.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,2023-05-16,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,483.49,-243.49,300.0,0
south 3 3,63.0,unemployed,4.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,40.0,500.0,0.0,150.0,668.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.17,2023-05-29,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1739.0,-239.0,1114.0,0
central 2 2,76.0,unemployed,7.0,1160.0,756.0,0.0,0.0,0.0,0.0,0.0,109.8,200.0,47.5,1000.0,0.0,208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.73,2023-05-18,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.0,1665.3,250.70000000000005,1170.0,0
east 1 1,29.0,employed,5.0,3695.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,600.0,0.0,310.0,616.0,386.0,0.0,0.0,0.0,0.0,6.75,1387.9,693.58,2023-05-28,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3695.9,3456.65,239.25,1187.8,0
south 3 3,69.0,unemployed,2.0,0.0,620.0,0.0,1517.0,0.0,0.0,0.0,0.0,160.0,47.0,200.0,600.0,60.0,350.0,100.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,2023-05-20,interim_dialysis_assistance,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2137.0,2117.0,20.0,1778.2,4
north 3 3,51.0,employed,4.0,2000.0,0.0,130.0,0.0,0.0,0.0,0.0,168.0,200.0,63.5,150.0,980.0,55.0,165.0,229.0,60.0,0.0,0.0,0.0,19.5,300.0,0.0,2023-05-15,hiv_medication_fees,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2130.0,2390.0,-260.0,160.0,2
east 3 3,70.0,unemployed,2.0,800.0,541.0,240.0,0.0,0.0,0.0,80.0,0.0,100.0,46.5,600.0,0.0,15.0,110.0,100.0,0.0,0.0,0.0,0.0,52.5,0.0,5000.0,2023-05-11,medical_consumables_assistance,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1661.0,1024.0,637.0,135.2,1
central 1 1,35.0,unemployed,2.0,1241.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,200.0,69.0,600.0,0.0,95.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2023-05-25,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.0,1244.0,397.0,1430.0,0
north 3 3,58.0,unemployed,3.0,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2,63.5,1200.0,0.0,150.0,230.0,145.0,0.0,0.0,0.0,0.0,69.0,520.0,338.0,2023-05-13,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.0,2452.7,-302.6999999999998,1328.2,0
south 1 1,66.0,unemployed,3.0,300.0,340.0,410.5,0.0,0.0,0.0,0.0,44.0,165.0,34.0,150.0,450.0,35.0,273.0,120.0,0.0,0.0,0.0,0.0,0.0,558.5,0.0,2023-06-16,medical_consumables_assistance,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1050.5,1829.5,-779.0,72.63,1
north 1 1,58.0,part-time,1.0,700.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,131.54,45.5,325.0,0.0,52.47,150.0,75.0,0.0,0.0,0.0,15.0,25.2,100.0,709.0,2023-05-21,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,919.71,-119.71000000000004,200.0,0
east 1 1,48.0,unemployed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,25.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.75,2023-05-29,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,-465.0,200.0,0
north 3 3,50.0,unemployed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,135.0,63.5,450.0,0.0,61.0,75.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,9300.0,2023-05-25,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.5,-1084.5,470.0,0
central 3 3,64.0,unemployed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,50.0,0.0,320.0,100.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2023-06-16,interim_dialysis_assistance,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,610.0,-610.0,1443.76,1
central 1 1,75.0,retired,3.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,198.0,63.5,500.0,0.0,165.0,90.0,0.0,250.0,0.0,0.0,0.0,3.75,0.0,18000.0,2023-07-14,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1270.25,-1090.25,1443.76,0
central 1 1,65.0,retired,3.0,1500.0,0.0,400.0,0.0,0.0,0.0,0.0,99.0,167.0,20.0,250.0,600.0,204.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,2023-07-08,medical_consumables_assistance,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1900.0,1960.0,-60.0,118.8,0
east 2 2,82.0,employed,3.0,0.0,0.0,300.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.05,2023-07-09,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,500.0,500.0,1020.4,0
north 1 1,64.0,unemployed,1.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,97.2,45.0,48.1,300.0,0.0,20.0,150.0,200.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,2023-09-18,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,988.3,-188.29999999999995,1170.0,1
central 2 2,52.0,unemployed,1.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,21.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2023-06-14,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,621.0,79.0,1549.6,0
central 1 1,36.0,unemployed,3.0,0.0,0.0,300.0,1500.0,0.0,0.0,0.0,0.0,75.0,32.5,1750.0,0.0,67.0,150.0,18.0,224.0,0.0,0.0,0.0,37.5,0.0,0.0,2023-06-14,medical_consumables_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,2354.0,-554.0,320.0,0
central 1 1,49.0,employed,3.0,2480.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,143.0,66.0,620.0,0.0,120.0,100.0,550.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,2023-06-17,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2980.0,1636.0,1344.0,836.8,0
east 4 4,68.0,retired,2.0,500.0,900.0,300.0,0.0,0.0,0.0,0.0,20.0,17.0,9.0,0.0,0.0,10.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,2023-06-24,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1156.0,544.0,442.6,0
north 3 3,61.0,unemployed,4.0,1750.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,150.0,63.0,1050.0,0.0,104.0,310.0,216.0,0.0,0.0,660.0,0.0,15.0,1192.0,9000.0,2023-06-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0,3760.0,-1410.0,1187.8,0
central 2 2,62.0,employed,3.0,3520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,63.0,2000.0,0.0,250.0,400.0,50.0,0.0,0.0,0.0,30.0,15.0,25.0,5000.0,2023-06-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520.0,2933.0,587.0,1328.2,0
central 1 1,74.0,retired,2.0,880.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,79.5,700.0,0.0,20.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-17,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.0,1039.5,168.5,963.72,1
north 2 2,70.0,retired,2.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-12,day_care_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,180.0,280.0,800.0,0
south 1 1,75.0,retired,2.0,0.0,820.0,660.0,150.0,0.0,0.0,0.0,0.0,80.0,65.0,350.0,0.0,102.0,454.0,0.0,0.0,0.0,560.0,37.5,0.0,0.0,0.0,2023-07-08,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,1648.5,-18.5,1229.92,0
south 3 3,58.0,unemployed,4.0,1766.55,0.0,250.0,0.0,0.0,0.0,0.0,0.0,180.0,63.0,568.0,0.0,130.0,200.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-18,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.55,1436.0,580.55,1255.6,0
south 1 1,63.0,retired,4.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,26.0,90.0,21.0,0.0,600.0,117.9,140.0,0.0,315.0,0.0,0.0,0.0,0.0,50.0,0.0,2023-07-15,medical_consumables_assistance,4.0,0.0,0.0,3.0,0.0,1.0,0.0,1400.0,1359.9,40.09999999999991,132.0,1
east 3 3,74.0,employed,7.0,2600.0,0.0,300.0,0.0,0.0,0.0,0.0,80.0,350.0,35.0,168.0,1250.0,240.0,630.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-19,medical_consumables_assistance,10.0,0.0,2.0,2.0,1.0,3.0,2.0,2900.0,3153.0,-253.0,288.3,3
central 1 1,40.0,employed,3.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,600.0,0.0,58.0,300.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,2023-07-08,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,1908.0,492.0,1443.76,0
east 1 1,30.0,unemployed,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,-13.5,2023-06-20,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,-265.0,150.0,0
central 1 1,53.0,employed,4.0,4109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,68.0,2100.0,0.0,260.0,350.0,135.0,0.0,0.0,0.0,0.0,67.5,700.0,8541.0,2023-06-17,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4109.0,4038.5,70.5,1016.08,0
north 2 2,31.0,employed,4.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,84.0,925.0,0.0,81.0,250.0,30.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2023-07-22,antenatal_check_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1840.0,160.0,2000.0,0
east 3 3,65.0,unemployed,3.0,1262.5,0.0,0.0,200.0,0.0,0.0,0.0,0.0,250.0,78.0,400.0,0.0,54.0,100.0,310.0,192.0,0.0,0.0,0.0,0.0,0.0,4602.4,2023-07-11,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.5,1384.0,78.5,469.6,0
east 2 2,36.0,part-time,4.0,3459.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,360.0,63.5,700.0,0.0,280.0,750.0,300.0,130.0,0.0,695.0,0.0,32.25,450.0,425.0,2023-07-11,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4459.0,3760.75,698.25,1637.8,0
central 1 1,23.0,unemployed,5.0,0.0,0.0,2276.0,0.0,0.0,0.0,0.0,293.0,350.0,66.0,500.0,80.0,177.0,56.0,1006.0,20.0,0.0,0.0,0.0,33.0,0.0,0.0,2023-08-20,medical_consumables_assistance,5.0,0.0,1.0,0.0,2.0,2.0,0.0,2276.0,2581.0,-305.0,598.8,3
north 2 2,53.0,employed,5.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,84.0,710.0,0.0,194.0,350.5,125.0,920.0,0.0,0.0,90.0,180.0,585.0,2698.72,2023-08-16,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,3388.5,1811.5,1310.0,0
south 2 2,40.0,NA,1.0,2159.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27785.47,2023-06-27,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2159.0,350.0,1809.0,632.0,0
north 1 1,79.0,unemployed,5.0,5080.0,400.0,180.0,0.0,0.0,0.0,0.0,0.0,140.75,66.0,1720.0,0.0,212.77,150.0,633.33,0.0,0.0,0.0,0.0,0.0,1790.0,7.0,2023-07-14,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5660.0,4712.85,947.1499999999996,1047.4,0
north 2 2,78.0,unemployed,5.0,3953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,66.0,1140.0,450.0,210.0,70.0,633.0,350.0,210.0,0.0,67.5,7.5,100.0,15.0,2023-07-16,interim_dialysis_assistance,5.0,0.0,0.0,0.0,0.0,4.0,1.0,3953.0,3529.0,424.0,1348.2,2
north 1 1,37.0,part-time,3.0,2940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,49.0,910.0,0.0,354.0,120.0,419.0,0.0,0.0,0.0,69.0,12.0,750.0,350.0,2023-07-14,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940.0,2803.0,137.0,1778.2,0
south 2 2,41.0,unemployed,2.0,0.0,378.0,220.0,0.0,0.0,0.0,0.0,0.0,180.0,68.0,350.0,0.0,200.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,2023-07-27,medical_transport_assistance,2.0,0.0,0.0,0.0,0.0,2.0,0.0,598.0,820.0,-222.0,479.6,1
east 4 4,29.0,employed,6.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,200.0,31.0,1430.0,0.0,80.0,270.0,400.0,356.0,0.0,0.0,52.5,0.0,400.0,0.0,2023-07-17,antenatal_check_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,3339.5,-2019.5,2000.0,0
north 3 3,58.0,unemployed,2.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,26.0,100.0,0.0,300.0,0.0,153.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.32,2023-07-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,849.0,-349.0,1637.8,0
north 3 3,55.0,unemployed,4.0,5254.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,294.03,63.5,800.0,0.0,200.0,200.0,670.0,500.0,0.0,710.0,56.25,0.0,60.0,800.0,2023-07-18,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5824.0,3553.7799999999997,2270.2200000000003,584.8,0
south 2 2,68.0,retired,1.0,0.0,518.0,180.0,200.0,0.0,0.0,910.0,0.0,100.0,67.0,240.0,0.0,0.0,0.0,300.0,0.0,0.0,610.0,0.0,0.0,360.0,0.0,2023-07-14,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.0,1677.0,131.0,1047.4,0
central 2 2,61.0,employed,1.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,0.0,0.0,300.0,0.0,50.45,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,2023-08-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,4448.45,-248.44999999999982,664.0,0
north 3 3,63.0,unemployed,2.0,3500.0,0.0,0.0,683.0,0.0,0.0,0.0,230.0,245.0,20.0,335.0,0.0,149.0,368.0,712.0,0.0,0.0,660.0,122.4,0.0,1575.0,0.0,2023-07-21,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4183.0,4416.4,-233.39999999999964,1286.8,0
central 2 2,65.0,NA,3.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,50.0,43.0,60.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,309.0,2023-07-20,medical_consumables_assistance,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1200.0,803.0,397.0,64.5,1
north 3 3,61.0,employed,5.0,4363.0,0.0,300.0,300.0,0.0,0.0,0.0,117.0,351.38,67.0,980.0,0.0,70.0,204.0,130.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,2023-07-13,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4963.0,3419.38,1543.62,1328.2,0
north 3 3,70.0,unemployed,4.0,755.0,560.0,1090.0,0.0,0.0,0.0,0.0,0.0,260.0,101.0,500.0,0.0,243.0,374.0,0.0,0.0,0.0,0.0,0.0,8.0,1169.0,1012.78,2023-07-13,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.0,2655.0,-250.0,1328.2,0
central 2 2,76.0,unemployed,2.0,5700.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,350.0,63.0,2000.0,0.0,200.0,480.0,215.0,1040.0,0.0,0.0,75.0,90.0,700.0,0.0,2023-08-20,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,5213.0,787.0,1527.4,0
north 1 1,65.0,unemployed,2.0,0.0,0.0,930.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,560.0,0.0,15.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.89,2023-08-20,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,828.0,102.0,2597.4,0
south 2 2,58.0,part-time,1.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,450.0,0.0,25.0,281.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,283.0,2023-08-20,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,1123.5,-148.5,1229.92,0
central 1 1,47.0,unemployed,2.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2023-08-20,household_living_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,624.0,76.0,300.0,0
north 2 2,90.0,unemployed,2.0,0.0,0.0,2072.0,0.0,0.0,0.0,0.0,0.0,148.81,62.0,715.0,0.0,45.74,2.5,650.0,0.0,0.0,0.0,0.0,0.0,640.0,8.82,2023-07-18,medical_consumables_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,2264.05,-192.05000000000018,500.7,0
east 2 2,74.0,unemployed,3.0,6333.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,281.0,68.0,1290.0,0.0,300.0,825.0,200.0,0.0,0.0,0.0,150.0,60.0,200.0,484.0,2023-08-15,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6333.0,3494.0,2839.0,1036.8,0
north 3 3,38.0,employed,4.0,1516.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,200.0,0.0,148.48,82.0,50.0,340.0,0.0,0.0,860.0,75.67,500.0,180.0,2023-08-13,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2256.15,-240.1500000000001,836.8,0
north 3 3,45.0,unemployed,4.0,3729.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,255.0,65.0,1460.0,0.0,206.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.5,0.82,2023-08-16,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4409.0,4386.5,22.5,487.8,0
east 3 3,43.0,employed,3.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,49.5,1350.0,0.0,361.0,439.0,183.0,75.0,0.0,300.0,0.0,0.0,149.05,0.0,2023-08-13,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3420.0,3056.55,363.4499999999998,1507.8,0
south 1 1,52.0,employed,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,310.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2023-08-12,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,1637.8,0
south 2 2,47.0,unemployed,1.0,0.0,0.0,520.0,267.0,0.0,0.0,0.0,0.0,200.0,67.0,410.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-02,medical_consumables_assistance,3.0,0.0,0.0,0.0,0.0,1.0,2.0,787.0,787.0,0.0,467.4,0
central 2 2,61.0,unemployed,1.0,0.0,0.0,200.0,520.0,0.0,0.0,0.0,45.0,0.0,0.0,250.0,0.0,25.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,2023-09-14,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,1220.0,-500.0,766.6,0
central 1 1,71.0,retired,3.0,0.0,350.0,743.0,0.0,0.0,1300.0,0.0,307.0,100.0,57.0,640.0,0.0,116.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-23,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.0,1280.0,1113.0,1047.4,0
central 1 1,54.0,part-time,3.0,1500.0,0.0,0.0,200.0,0.0,500.0,0.0,0.0,180.0,73.0,700.0,0.0,50.0,50.0,112.0,0.0,0.0,0.0,86.0,0.0,250.0,200.0,2023-08-13,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,1501.0,699.0,1187.8,0
south 2 2,24.0,employed,4.0,2000.0,0.0,0.0,80.0,0.0,0.0,0.0,53.0,250.0,30.0,350.0,0.0,85.0,100.0,0.0,5.0,0.0,0.0,60.0,100.0,254.0,0.0,2023-08-15,antenatal_check_fees_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.0,1287.0,793.0,800.0,0
north 3 3,62.0,unemployed,1.0,0.0,0.0,180.0,200.0,0.0,0.0,0.0,0.0,67.57,66.5,450.0,0.0,27.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,2023-08-14,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,691.0699999999999,-311.06999999999994,442.6,0
north 2 2,61.0,employed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,20.0,600.0,0.0,35.0,400.0,150.0,0.0,0.0,0.0,0.0,0.0,150.0,500.0,2023-08-22,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.0,-1435.0,48.4,0
north 1 1,68.0,unemployed,2.0,0.0,550.0,300.0,0.0,0.0,600.0,0.0,0.0,90.0,45.5,720.0,0.0,35.0,10.0,100.0,0.0,0.0,700.0,0.0,0.0,0.0,248.6,2023-08-21,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,1700.5,-250.5,1047.4,0
east 2 2,56.0,employed,4.0,2578.0,533.0,0.0,100.0,0.0,0.0,0.0,0.0,135.0,50.0,700.0,0.0,55.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,2130.0,2023-10-18,interim_dialysis_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3211.0,1640.0,1571.0,1637.8,0
north 1 1,64.0,unemployed,4.0,1500.0,0.0,0.0,300.0,0.0,0.0,120.0,0.0,231.9,63.0,550.0,0.0,160.77,484.0,15.0,0.0,0.0,0.0,0.0,0.0,210.0,6481.21,2023-08-18,medical_transport_assistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,1714.67,205.32999999999993,300.0,0
